# Task,   Job,     Period,   Response, DL Miss?,   Lateness,  Tardiness, Forced?,       ACET,  Preemptions,   Migrations
# task NAME=base_task PID=15080 COST=10000000 PERIOD=40000000 CPU=0
 15080,    56,   40000000,    9980931,        0,  -11019069,          0,       0,    7365365,            8,            0
 15080,    57,   40000000,    9829649,        0,  -11170351,          0,       0,    7086589,            8,            0
 15080,    58,   40000000,    9586964,        0,  -11413036,          0,       0,    7325357,            8,            0
 15080,    59,   40000000,    9374821,        0,  -11625179,          0,       0,    6902020,            8,            0
 15080,    60,   40000000,   10377560,        0,  -10622440,          0,       0,    6925158,            8,            0
 15080,    61,   40000000,   12527765,        0,   -8472235,          0,       0,    7832888,            8,            0
 15080,    62,   40000000,    7559941,        0,  -13440059,          0,       0,    5980954,            8,            0
 15080,    63,   40000000,   11018727,        0,   -9981273,          0,       0,    7887093,            8,            0
 15080,    64,   40000000,   11964290,        0,   -9035710,          0,       0,    9658034,            8,            0
 15080,    65,   40000000,    9099906,        0,  -11900094,          0,       0,    6265693,            8,            0
 15080,    66,   40000000,   15498244,        0,   -5501756,          0,       0,    9897449,            8,            0
 15080,    67,   40000000,   10995655,        0,  -10004345,          0,       0,    7263700,            8,            0
 15080,    68,   40000000,   11379189,        0,   -9620811,          0,       0,    7783178,            8,            0
 15080,    69,   40000000,    9568318,        0,  -11431682,          0,       0,    7051219,            8,            0
 15080,    70,   40000000,   10594887,        0,  -10405113,          0,       0,    7204264,            8,            0
 15080,    71,   40000000,   12305153,        0,   -8694847,          0,       0,    7685800,            8,            0
 15080,    72,   40000000,   10052493,        0,  -10947507,          0,       0,    7736676,            8,            0
 15080,    73,   40000000,   11804308,        0,   -9195692,          0,       0,    7211812,            8,            0
 15080,    74,   40000000,    9391521,        0,  -11608479,          0,       0,    6995202,            8,            0
 15080,    75,   40000000,   11537744,        0,   -9462256,          0,       0,    7608687,            8,            0
 15080,    76,   40000000,    9775495,        0,  -11224505,          0,       0,    7096612,            8,            0
 15080,    77,   40000000,    9883271,        0,  -11116729,          0,       0,    7524689,            8,            0
 15080,    78,   40000000,   12275426,        0,   -8724574,          0,       0,    8754180,            8,            0
 15080,    79,   40000000,    8988134,        0,  -12011866,          0,       0,    6776427,            8,            0
 15080,    80,   40000000,   10781371,        0,  -10218629,          0,       0,    7324967,            8,            0
 15080,    81,   40000000,   14627306,        0,   -6372694,          0,       0,    8620759,            8,            0
 15080,    82,   40000000,   22975201,        1,    1975201,    1975201,       0,   13389532,            1,            0
 15080,    83,   40000000,     463296,        0,  -20536704,          0,       0,     177768,            6,            0
 15080,    84,   40000000,   11396176,        0,   -9603824,          0,       0,    8577786,            8,            0
 15080,    85,   40000000,    7679605,        0,  -13320395,          0,       0,    7127778,            8,            0
 15080,    86,   40000000,    9468095,        0,  -11531905,          0,       0,    7183248,            8,            0
 15080,    87,   40000000,    9429018,        0,  -11570982,          0,       0,    6585377,            8,            0
 15080,    88,   40000000,    6164235,        0,  -14835765,          0,       0,    5713959,            8,            0
 15080,    89,   40000000,    9663521,        0,  -11336479,          0,       0,    7100089,            8,            0
 15080,    90,   40000000,    9186759,        0,  -11813241,          0,       0,    6570943,            8,            0
 15080,    91,   40000000,   11757939,        0,   -9242061,          0,       0,    7597495,            8,            0
 15080,    92,   40000000,   10002845,        0,  -10997155,          0,       0,    7567074,            8,            0
 15080,    93,   40000000,   11627283,        0,   -9372717,          0,       0,    6294176,            8,            0
 15080,    94,   40000000,    8995163,        0,  -12004837,          0,       0,    6619682,            8,            0
 15080,    95,   40000000,    6644535,        0,  -14355465,          0,       0,    5300475,            8,            0
 15080,    96,   40000000,    6134055,        0,  -14865945,          0,       0,    5769696,            8,            0
 15080,    97,   40000000,    7861749,        0,  -13138251,          0,       0,    6073808,            8,            0
 15080,    98,   40000000,    8324395,        0,  -12675605,          0,       0,    5975526,            8,            0
 15080,    99,   40000000,    6889149,        0,  -14110851,          0,       0,    5254996,            8,            0
 15080,   100,   40000000,    7347190,        0,  -13652810,          0,       0,    5343330,            8,            0
 15080,   101,   40000000,    6362032,        0,  -14637968,          0,       0,    5024373,            8,            0
 15080,   102,   40000000,    8987382,        0,  -12012618,          0,       0,    6589711,            8,            0
 15080,   103,   40000000,    6097285,        0,  -14902715,          0,       0,    5578862,            8,            0
 15080,   104,   40000000,    9562448,        0,  -11437552,          0,       0,    8015835,            8,            0
 15080,   105,   40000000,    6708256,        0,  -14291744,          0,       0,    5370374,            8,            0
 15080,   106,   40000000,    8548246,        0,  -12451754,          0,       0,    5720748,            8,            0
 15080,   107,   40000000,    9389928,        0,  -11610072,          0,       0,    7196223,            8,            0
 15080,   108,   40000000,    6966362,        0,  -14033638,          0,       0,    5152779,            8,            0
 15080,   109,   40000000,    7846420,        0,  -13153580,          0,       0,    5664765,            8,            0
 15080,   110,   40000000,    7567930,        0,  -13432070,          0,       0,    5896079,            8,            0
 15080,   111,   40000000,    8044992,        0,  -12955008,          0,       0,    6263850,            8,            0
 15080,   112,   40000000,    8284884,        0,  -12715116,          0,       0,    6424999,            8,            0
 15080,   113,   40000000,    5139586,        0,  -15860414,          0,       0,    4726895,            8,            0
 15080,   114,   40000000,    6761780,        0,  -14238220,          0,       0,    6330818,            8,            0
 15080,   115,   40000000,    8714220,        0,  -12285780,          0,       0,    6794277,            8,            0
 15080,   116,   40000000,    8448749,        0,  -12551251,          0,       0,    6445353,            8,            0
 15080,   117,   40000000,   10525905,        0,  -10474095,          0,       0,    6495362,            8,            0
 15080,   118,   40000000,    8916050,        0,  -12083950,          0,       0,    5893833,            8,            0
 15080,   119,   40000000,   11646864,        0,   -9353136,          0,       0,    7874583,            8,            0
 15080,   120,   40000000,    7692412,        0,  -13307588,          0,       0,    5365359,            8,            0
 15080,   121,   40000000,   10298603,        0,  -10701397,          0,       0,    6349060,            8,            0
 15080,   122,   40000000,    9342757,        0,  -11657243,          0,       0,    7125726,            8,            0
 15080,   123,   40000000,    5415371,        0,  -15584629,          0,       0,    4960219,            8,            0
 15080,   124,   40000000,    5728023,        0,  -15271977,          0,       0,    5285636,            8,            0
 15080,   125,   40000000,    7421871,        0,  -13578129,          0,       0,    5858944,            8,            0
 15080,   126,   40000000,    7270067,        0,  -13729933,          0,       0,    5522604,            8,            0
 15080,   127,   40000000,    6310340,        0,  -14689660,          0,       0,    6018504,            8,            0
 15080,   128,   40000000,    5680401,        0,  -15319599,          0,       0,    5148605,            8,            0
 15080,   129,   40000000,    7134876,        0,  -13865124,          0,       0,    5753943,            8,            0
 15080,   130,   40000000,    7627329,        0,  -13372671,          0,       0,    6057340,            8,            0
 15080,   131,   40000000,    8293070,        0,  -12706930,          0,       0,    6501531,            8,            0
 15080,   132,   40000000,    8791672,        0,  -12208328,          0,       0,    5874599,            8,            0
 15080,   133,   40000000,    7828408,        0,  -13171592,          0,       0,    5601348,            8,            0
 15080,   134,   40000000,    7686631,        0,  -13313369,          0,       0,    5660051,            8,            0
 15080,   135,   40000000,    7508713,        0,  -13491287,          0,       0,    5746775,            8,            0
 15080,   136,   40000000,    7701304,        0,  -13298696,          0,       0,    5822320,            8,            0
 15080,   137,   40000000,   11267371,        0,   -9732629,          0,       0,    8137425,            8,            0
 15080,   138,   40000000,    5532622,        0,  -15467378,          0,       0,    4866977,            8,            0
 15080,   139,   40000000,   10574284,        0,  -10425716,          0,       0,    7265548,            8,            0
 15080,   140,   40000000,    8234286,        0,  -12765714,          0,       0,    6226479,            8,            0
 15080,   141,   40000000,   10228420,        0,  -10771580,          0,       0,    7064038,            8,            0
 15080,   142,   40000000,    8320033,        0,  -12679967,          0,       0,    6436221,            8,            0
 15080,   143,   40000000,   10197511,        0,  -10802489,          0,       0,    6805033,            8,            0
 15080,   144,   40000000,    9044911,        0,  -11955089,          0,       0,    6513256,            8,            0
 15080,   145,   40000000,    6398529,        0,  -14601471,          0,       0,    5970798,            8,            0
 15080,   146,   40000000,    8453938,        0,  -12546062,          0,       0,    6567339,            8,            0
 15080,   147,   40000000,    9234977,        0,  -11765023,          0,       0,    6325114,            8,            0
 15080,   148,   40000000,    8415621,        0,  -12584379,          0,       0,    6058647,            8,            0
 15080,   149,   40000000,    7690921,        0,  -13309079,          0,       0,    5704522,            8,            0
 15080,   150,   40000000,    7666201,        0,  -13333799,          0,       0,    5950960,            8,            0
 15080,   151,   40000000,    8008017,        0,  -12991983,          0,       0,    6034743,            8,            0
 15080,   152,   40000000,    9848462,        0,  -11151538,          0,       0,    7577334,            8,            0
 15080,   153,   40000000,    6097436,        0,  -14902564,          0,       0,    5469854,            8,            0
 15080,   154,   40000000,   10431148,        0,  -10568852,          0,       0,    7323672,            8,            0
 15080,   155,   40000000,    8094674,        0,  -12905326,          0,       0,    5873175,            8,            0
 15080,   156,   40000000,    9402314,        0,  -11597686,          0,       0,    5894694,            8,            0
 15080,   157,   40000000,    8481773,        0,  -12518227,          0,       0,    6670766,            8,            0
 15080,   158,   40000000,    5788778,        0,  -15211222,          0,       0,    5399055,            8,            0
 15080,   159,   40000000,    7875719,        0,  -13124281,          0,       0,    6222164,            8,            0
 15080,   160,   40000000,    6717736,        0,  -14282264,          0,       0,    5440773,            8,            0
 15080,   161,   40000000,    7328023,        0,  -13671977,          0,       0,    5582923,            8,            0
 15080,   162,   40000000,    7746961,        0,  -13253039,          0,       0,    5934789,            8,            0
 15080,   163,   40000000,    5509120,        0,  -15490880,          0,       0,    4997752,            8,            0
 15080,   164,   40000000,    8204611,        0,  -12795389,          0,       0,    6547429,            8,            0
 15080,   165,   40000000,    7350766,        0,  -13649234,          0,       0,    5898767,            8,            0
 15080,   166,   40000000,    7956137,        0,  -13043863,          0,       0,    6059741,            8,            0
 15080,   167,   40000000,   11872749,        0,   -9127251,          0,       0,    6782148,            8,            0
 15080,   168,   40000000,    8885753,        0,  -12114247,          0,       0,    6035546,            8,            0
 15080,   169,   40000000,   12498928,        0,   -8501072,          0,       0,    9814510,            8,            0
 15080,   170,   40000000,    6474192,        0,  -14525808,          0,       0,    6097900,            8,            0
 15080,   171,   40000000,   10108278,        0,  -10891722,          0,       0,    6967225,            8,            0
 15080,   172,   40000000,   11141442,        0,   -9858558,          0,       0,    7696000,            8,            0
 15080,   173,   40000000,    8165226,        0,  -12834774,          0,       0,    5989397,            8,            0
 15080,   174,   40000000,   10401039,        0,  -10598961,          0,       0,    8184982,            8,            0
 15080,   175,   40000000,    8806956,        0,  -12193044,          0,       0,    6824839,            8,            0
 15080,   176,   40000000,   10304925,        0,  -10695075,          0,       0,    7985706,            8,            0
 15080,   177,   40000000,   10350388,        0,  -10649612,          0,       0,    7127251,            8,            0
 15080,   178,   40000000,    6564282,        0,  -14435718,          0,       0,    6159502,            8,            0
 15080,   179,   40000000,    8340539,        0,  -12659461,          0,       0,    6540656,            8,            0
 15080,   180,   40000000,    9030389,        0,  -11969611,          0,       0,    7124526,            8,            0
 15080,   181,   40000000,    8024344,        0,  -12975656,          0,       0,    6401000,            8,            0
 15080,   182,   40000000,    8389438,        0,  -12610562,          0,       0,    6371281,            8,            0
 15080,   183,   40000000,    8379735,        0,  -12620265,          0,       0,    6405056,            8,            0
 15080,   184,   40000000,    8775613,        0,  -12224387,          0,       0,    6341235,            8,            0
 15080,   185,   40000000,    8822049,        0,  -12177951,          0,       0,    6544113,            8,            0
 15080,   186,   40000000,    7881187,        0,  -13118813,          0,       0,    6022355,            8,            0
 15080,   187,   40000000,   12304056,        0,   -8695944,          0,       0,    9014650,            8,            0
 15080,   188,   40000000,    5147855,        0,  -15852145,          0,       0,    4594786,            8,            0
 15080,   189,   40000000,   10812159,        0,  -10187841,          0,       0,    7219951,            8,            0
 15080,   190,   40000000,    8035536,        0,  -12964464,          0,       0,    6093402,            8,            0
 15080,   191,   40000000,   10244722,        0,  -10755278,          0,       0,    8132688,            8,            0
 15080,   192,   40000000,    9847386,        0,  -11152614,          0,       0,    7366299,            8,            0
 15080,   193,   40000000,    9303485,        0,  -11696515,          0,       0,    6891496,            8,            0
 15080,   194,   40000000,   11965848,        0,   -9034152,          0,       0,    9649930,            8,            0
 15080,   195,   40000000,   10608006,        0,  -10391994,          0,       0,    8082839,            8,            0
 15080,   196,   40000000,   10570766,        0,  -10429234,          0,       0,    6977737,            8,            0
 15080,   197,   40000000,   10806424,        0,  -10193576,          0,       0,    8227242,            8,            0
 15080,   198,   40000000,    9150272,        0,  -11849728,          0,       0,    6764597,            8,            0
 15080,   199,   40000000,   10747690,        0,  -10252310,          0,       0,    7579526,            8,            0
 15080,   200,   40000000,    8072447,        0,  -12927553,          0,       0,    6054141,            8,            0
 15080,   201,   40000000,   11712412,        0,   -9287588,          0,       0,    8988548,            8,            0
 15080,   202,   40000000,    8783165,        0,  -12216835,          0,       0,    6411980,            8,            0
 15080,   203,   40000000,    8001835,        0,  -12998165,          0,       0,    6206101,            8,            0
 15080,   204,   40000000,    8185501,        0,  -12814499,          0,       0,    6150174,            8,            0
 15080,   205,   40000000,    6579881,        0,  -14420119,          0,       0,    6204028,            8,            0
 15080,   206,   40000000,    6118070,        0,  -14881930,          0,       0,    5722330,            8,            0
 15080,   207,   40000000,    6319606,        0,  -14680394,          0,       0,    6023806,            8,            0
 15080,   208,   40000000,    8335039,        0,  -12664961,          0,       0,    6555670,            8,            0
 15080,   209,   40000000,    8873494,        0,  -12126506,          0,       0,    6565851,            8,            0
 15080,   210,   40000000,    8013931,        0,  -12986069,          0,       0,    6201703,            8,            0
 15080,   211,   40000000,    8011082,        0,  -12988918,          0,       0,    5991519,            8,            0
 15080,   212,   40000000,    8955151,        0,  -12044849,          0,       0,    6054870,            8,            0
 15080,   213,   40000000,    5842475,        0,  -15157525,          0,       0,    4629348,            8,            0
 15080,   214,   40000000,   12597611,        0,   -8402389,          0,       0,    9304298,            8,            0
 15080,   215,   40000000,    5882059,        0,  -15117941,          0,       0,    5462128,            8,            0
 15080,   216,   40000000,   16227186,        0,   -4772814,          0,       0,   11124823,            8,            0
 15080,   217,   40000000,    9621343,        0,  -11378657,          0,       0,    7791257,            8,            0
 15080,   218,   40000000,    5110957,        0,  -15889043,          0,       0,    4347349,            8,            0
 15080,   219,   40000000,    7904206,        0,  -13095794,          0,       0,    5720751,            8,            0
 15080,   220,   40000000,    5691787,        0,  -15308213,          0,       0,    4803142,            8,            0
 15080,   221,   40000000,    5965165,        0,  -15034835,          0,       0,    4969232,            8,            0
 15080,   222,   40000000,    6954707,        0,  -14045293,          0,       0,    4884035,            8,            0
 15080,   223,   40000000,    6297300,        0,  -14702700,          0,       0,    5289756,            8,            0
 15080,   224,   40000000,    6195014,        0,  -14804986,          0,       0,    5214275,            8,            0
 15080,   225,   40000000,    6431699,        0,  -14568301,          0,       0,    4995322,            8,            0
 15080,   226,   40000000,    6341924,        0,  -14658076,          0,       0,    5004162,            8,            0
 15080,   227,   40000000,    6316324,        0,  -14683676,          0,       0,    4814376,            8,            0
 15080,   228,   40000000,    6317952,        0,  -14682048,          0,       0,    4883022,            8,            0
 15080,   229,   40000000,    5539733,        0,  -15460267,          0,       0,    4713116,            8,            0
 15080,   230,   40000000,    6058854,        0,  -14941146,          0,       0,    4685814,            8,            0
 15080,   231,   40000000,    5659534,        0,  -15340466,          0,       0,    4660957,            8,            0
 15080,   232,   40000000,    9305428,        0,  -11694572,          0,       0,    7538546,            8,            0
 15080,   233,   40000000,    5191327,        0,  -15808673,          0,       0,    4690140,            8,            0
 15080,   234,   40000000,    8170516,        0,  -12829484,          0,       0,    6764868,            8,            0
 15080,   235,   40000000,    5516837,        0,  -15483163,          0,       0,    5018447,            8,            0
 15080,   236,   40000000,    4896832,        0,  -16103168,          0,       0,    4481601,            8,            0
 15080,   237,   40000000,    9006772,        0,  -11993228,          0,       0,    7854955,            8,            0
 15080,   238,   40000000,    5529106,        0,  -15470894,          0,       0,    4747212,            8,            0
 15080,   239,   40000000,    5207875,        0,  -15792125,          0,       0,    4656867,            8,            0
 15080,   240,   40000000,    5119118,        0,  -15880882,          0,       0,    4686678,            8,            0
 15080,   241,   40000000,    5087474,        0,  -15912526,          0,       0,    4692538,            8,            0
 15080,   242,   40000000,    8712486,        0,  -12287514,          0,       0,    6853874,            8,            0
 15080,   243,   40000000,    5326081,        0,  -15673919,          0,       0,    4619539,            8,            0
 15080,   244,   40000000,    6097981,        0,  -14902019,          0,       0,    5021324,            8,            0
 15080,   245,   40000000,    6320736,        0,  -14679264,          0,       0,    4899149,            8,            0
 15080,   246,   40000000,    6947383,        0,  -14052617,          0,       0,    5119447,            8,            0
 15080,   247,   40000000,    7982539,        0,  -13017461,          0,       0,    7469397,            8,            0
 15080,   248,   40000000,    5904704,        0,  -15095296,          0,       0,    4871897,            8,            0
 15080,   249,   40000000,    9665368,        0,  -11334632,          0,       0,    7097551,            8,            0
 15080,   250,   40000000,    5978406,        0,  -15021594,          0,       0,    4824512,            8,            0
 15080,   251,   40000000,    7118289,        0,  -13881711,          0,       0,    5178016,            8,            0
 15080,   252,   40000000,    7809195,        0,  -13190805,          0,       0,    5192713,            8,            0
 15080,   253,   40000000,    6703702,        0,  -14296298,          0,       0,    5060707,            8,            0
 15080,   254,   40000000,    6647869,        0,  -14352131,          0,       0,    4942555,            8,            0
 15080,   255,   40000000,    5630679,        0,  -15369321,          0,       0,    4959303,            8,            0
 15080,   256,   40000000,    5331280,        0,  -15668720,          0,       0,    4881776,            8,            0
 15080,   257,   40000000,    6651189,        0,  -14348811,          0,       0,    5593732,            8,            0
 15080,   258,   40000000,    6901621,        0,  -14098379,          0,       0,    5558593,            8,            0
 15080,   259,   40000000,    7780217,        0,  -13219783,          0,       0,    5744040,            8,            0
 15080,   260,   40000000,    8051581,        0,  -12948419,          0,       0,    5526960,            8,            0
 15080,   261,   40000000,    6687834,        0,  -14312166,          0,       0,    5376380,            8,            0
 15080,   262,   40000000,   10586008,        0,  -10413992,          0,       0,    8230979,            8,            0
 15080,   263,   40000000,    6238077,        0,  -14761923,          0,       0,    4717832,            8,            0
 15080,   264,   40000000,   11256869,        0,   -9743131,          0,       0,    8035770,            8,            0
 15080,   265,   40000000,    7219889,        0,  -13780111,          0,       0,    5439254,            8,            0
 15080,   266,   40000000,    5281688,        0,  -15718312,          0,       0,    4959987,            8,            0
 15080,   267,   40000000,    6682759,        0,  -14317241,          0,       0,    5261635,            8,            0
 15080,   268,   40000000,    7388434,        0,  -13611566,          0,       0,    5625335,            8,            0
 15080,   269,   40000000,    7249951,        0,  -13750049,          0,       0,    5705157,            8,            0
 15080,   270,   40000000,    6101671,        0,  -14898329,          0,       0,    5258812,            8,            0
 15080,   271,   40000000,    5896528,        0,  -15103472,          0,       0,    5499398,            8,            0
 15080,   272,   40000000,    8468919,        0,  -12531081,          0,       0,    6009997,            8,            0
 15080,   273,   40000000,    7525511,        0,  -13474489,          0,       0,    5836387,            8,            0
 15080,   274,   40000000,    6894235,        0,  -14105765,          0,       0,    5395299,            8,            0
 15080,   275,   40000000,    6719774,        0,  -14280226,          0,       0,    5458459,            8,            0
 15080,   276,   40000000,    6989301,        0,  -14010699,          0,       0,    5436266,            8,            0
 15080,   277,   40000000,   10668465,        0,  -10331535,          0,       0,    8507279,            8,            0
 15080,   278,   40000000,    6179790,        0,  -14820210,          0,       0,    5374480,            8,            0
 15080,   279,   40000000,   10190672,        0,  -10809328,          0,       0,    7189941,            8,            0
 15080,   280,   40000000,    7385113,        0,  -13614887,          0,       0,    5639573,            8,            0
 15080,   281,   40000000,    8063276,        0,  -12936724,          0,       0,    5452058,            8,            0
 15080,   282,   40000000,    8950958,        0,  -12049042,          0,       0,    7056970,            8,            0
 15080,   283,   40000000,    5414540,        0,  -15585460,          0,       0,    5028377,            8,            0
 15080,   284,   40000000,    5633094,        0,  -15366906,          0,       0,    5209711,            8,            0
 15080,   285,   40000000,    6525359,        0,  -14474641,          0,       0,    5394211,            8,            0
 15080,   286,   40000000,    7054485,        0,  -13945515,          0,       0,    5541845,            8,            0
 15080,   287,   40000000,    5625909,        0,  -15374091,          0,       0,    5311823,            8,            0
 15080,   288,   40000000,    6283063,        0,  -14716937,          0,       0,    5065375,            8,            0
 15080,   289,   40000000,    7182502,        0,  -13817498,          0,       0,    5639389,            8,            0
 15080,   290,   40000000,    7745714,        0,  -13254286,          0,       0,    5646006,            8,            0
 15080,   291,   40000000,    6958851,        0,  -14041149,          0,       0,    5411805,            8,            0
 15080,   292,   40000000,   11125976,        0,   -9874024,          0,       0,    8350102,            8,            0
 15080,   293,   40000000,   11703631,        0,   -9296369,          0,       0,    5289469,            8,            0
 15080,   294,   40000000,    7209628,        0,  -13790372,          0,       0,    5149047,            8,            0
 15080,   295,   40000000,    5948594,        0,  -15051406,          0,       0,    5137692,            8,            0
 15080,   296,   40000000,    5411752,        0,  -15588248,          0,       0,    4978435,            8,            0
 15080,   297,   40000000,   10529193,        0,  -10470807,          0,       0,    8508663,            8,            0
 15080,   298,   40000000,    6073048,        0,  -14926952,          0,       0,    4945472,            8,            0
 15080,   299,   40000000,    8979279,        0,  -12020721,          0,       0,    6905072,            8,            0
 15080,   300,   40000000,    5975550,        0,  -15024450,          0,       0,    4934829,            8,            0
 15080,   301,   40000000,    7007353,        0,  -13992647,          0,       0,    5383023,            8,            0
 15080,   302,   40000000,    6671798,        0,  -14328202,          0,       0,    5371420,            8,            0
 15080,   303,   40000000,    5363590,        0,  -15636410,          0,       0,    4794871,            8,            0
 15080,   304,   40000000,    5174060,        0,  -15825940,          0,       0,    4776094,            8,            0
 15080,   305,   40000000,    5130575,        0,  -15869425,          0,       0,    4847560,            8,            0
 15080,   306,   40000000,    5225031,        0,  -15774969,          0,       0,    4893048,            8,            0
 15080,   307,   40000000,    5746309,        0,  -15253691,          0,       0,    5327863,            8,            0
 15080,   308,   40000000,    6482186,        0,  -14517814,          0,       0,    5310084,            8,            0
 15080,   309,   40000000,    7428852,        0,  -13571148,          0,       0,    5957504,            8,            0
 15080,   310,   40000000,    7152806,        0,  -13847194,          0,       0,    5370744,            8,            0
 15080,   311,   40000000,    6080365,        0,  -14919635,          0,       0,    4968537,            8,            0
 15080,   312,   40000000,    9942572,        0,  -11057428,          0,       0,    8090999,            8,            0
 15080,   313,   40000000,    5701954,        0,  -15298046,          0,       0,    4676353,            8,            0
 15080,   314,   40000000,    9569856,        0,  -11430144,          0,       0,    6955841,            8,            0
 15080,   315,   40000000,    7008612,        0,  -13991388,          0,       0,    5143331,            8,            0
 15080,   316,   40000000,    7843815,        0,  -13156185,          0,       0,    5205327,            8,            0
 15080,   317,   40000000,    5365583,        0,  -15634417,          0,       0,    4928951,            8,            0
 15080,   318,   40000000,    7604472,        0,  -13395528,          0,       0,    5107128,            8,            0
 15080,   319,   40000000,   10583467,        0,  -10416533,          0,       0,    6106926,            8,            0
 15080,   320,   40000000,    7842178,        0,  -13157822,          0,       0,    5265712,            8,            0
 15080,   321,   40000000,    9093134,        0,  -11906866,          0,       0,    6566411,            8,            0
 15080,   322,   40000000,    9222064,        0,  -11777936,          0,       0,    5338773,            8,            0
